cell_area,parasite_count,parasite_area,texture_contrast,label
12088.5,2,106.5,505.75260625501204,1
8627.0,1,165.5,462.8852995469038,1
6216.5,0,0.0,566.9705882352941,1
13275.0,1,104.0,405.4829464966765,1
15640.5,2,171.5,477.87880880051534,1
15467.0,1,146.0,415.54781256271315,1
14045.0,1,225.5,450.6597863040312,1
13320.5,1,218.0,550.5893136597363,1
13867.5,2,246.5,464.39031087118394,1
12354.5,1,49.0,479.4416880068288,1
12950.5,2,56.0,499.0882338419,1
20851.0,1,309.5,470.56596081294873,1
12336.0,1,121.5,486.9163614163614,1
15316.0,2,150.0,416.59728750489614,1
16068.0,2,177.5,403.33008315394034,1
14238.0,1,151.0,488.288167587477,1
20175.5,1,87.5,421.4889347079038,1
14044.5,1,46.5,411.70862051743086,1
11958.0,1,122.5,488.07111414222834,1
6463.5,1,90.5,604.655462184874,1
14618.5,2,142.0,488.6766671768968,1
13780.0,1,171.0,496.58328005115084,1
13575.0,2,127.0,512.0054009819968,1
8052.5,1,199.0,433.3405475397706,1
10431.0,1,163.5,562.6255677655677,1
10460.5,1,121.0,454.2208333333333,1
11251.0,0,0.0,546.1271761392729,1
10222.5,1,93.5,502.3639895458077,1
13775.5,2,316.0,508.67719552609776,1
13515.0,1,162.0,439.40726817042605,1
10305.0,3,174.0,558.9460743801653,1
8280.5,1,161.0,493.89270423765834,1
12915.0,1,164.5,477.13930688554495,1
16211.5,1,138.0,502.26899263721555,1
11070.5,1,181.5,434.28770572340943,1
9679.0,1,128.0,370.7433545048224,1
15278.0,2,169.0,453.1308087891538,1
13663.0,2,157.5,399.1574457215836,1
11462.0,1,123.5,514.9640589281178,1
10410.5,1,117.0,388.8068379790941,1
9865.5,1,86.5,532.152380952381,1
12038.0,1,146.5,402.4762909559814,1
12021.5,1,171.0,478.62223469960696,1
11336.0,2,168.0,526.5603840036355,1
9568.5,1,69.0,583.2968312453942,1
16711.5,1,143.0,395.0652911632958,1
16158.0,4,248.5,445.3097492784993,1
14867.0,1,165.0,425.9497966843916,1
6740.0,1,118.5,712.1436017444953,1
10273.0,1,152.0,550.6988386691776,1
9307.5,2,125.0,454.77625772285967,1
15415.5,1,266.5,474.5128773193021,1
8504.0,1,28.5,393.1593137254903,1
16817.5,2,187.0,447.4883658008658,1
13325.5,1,168.0,470.30581249286286,1
8363.0,1,97.0,555.2040455120101,1
16812.5,1,242.0,457.2085362727505,1
13511.0,1,144.0,482.462647869065,1
7617.5,1,107.5,492.7903883495146,1
18400.5,1,206.5,405.3442215221356,1
12007.5,2,190.5,400.3330202854996,1
14340.5,1,152.5,490.0063239494084,1
7707.5,2,125.0,618.8253389434317,1
10786.5,1,173.5,496.95220761712164,1
20240.5,2,170.0,519.8855074205371,1
11367.5,1,164.5,470.41163203936577,1
11760.5,2,162.5,453.3222154533455,1
14833.0,1,186.0,468.03776116542076,1
12741.0,1,155.0,479.25770949111916,1
11196.0,1,117.5,567.6446368446368,1
10909.0,0,0.0,444.2559966914806,1
15688.0,2,274.0,395.865416436845,1
14098.0,1,251.5,403.4436331452596,1
11733.0,1,93.0,452.9520234389306,1
11402.5,1,189.5,428.9457170126461,1
13423.5,1,134.5,464.80383430332074,1
16467.5,1,142.0,434.9470179502026,1
15604.0,0,0.0,467.9339529797704,1
9019.0,1,144.5,463.48411138411143,1
10595.5,1,136.0,435.7605201372585,1
10528.0,1,139.5,429.62780919240254,1
8232.5,1,150.0,511.8728505291005,1
8917.5,1,110.0,408.19853532914857,1
12635.5,1,144.0,399.7161251907261,1
10833.5,1,166.5,491.958669108669,1
8791.5,1,207.0,455.28797417272006,1
15133.5,1,73.0,458.79287790697674,1
8857.0,1,111.0,441.6263810980792,1
10376.0,2,90.0,455.8031778228533,1
14061.0,3,147.0,524.3216726403823,1
13657.0,2,177.5,496.0202515349574,1
15219.0,3,233.5,476.9662386081192,1
14976.5,1,106.5,416.9738895558223,1
12534.5,1,124.5,486.193899204244,1
15092.5,1,194.0,448.3990403446925,1
13724.5,1,128.0,433.9982936063564,1
9466.0,1,92.5,488.4814560439561,1
13940.5,4,426.5,354.5531926406926,1
14146.0,1,160.0,490.3346793732838,1
13082.5,1,96.5,409.82996130458815,1
9032.5,1,104.5,713.6789880431613,1
10347.0,2,62.5,426.4747311827957,1
15013.0,2,132.5,474.1117238562091,1
12540.0,1,53.5,499.53429621576856,1
11107.5,2,172.5,455.86520510930984,1
13360.0,2,140.0,394.8584498834499,1
14979.5,3,134.5,469.0657203966557,1
13592.5,2,191.5,460.38920568227303,1
6221.5,1,68.0,554.1905162738497,1
12538.0,1,144.0,458.5350988572466,1
12615.5,1,168.5,467.56325459317594,1
12650.0,0,0.0,409.9636809269162,1
10019.0,0,0.0,545.8918888129415,1
7153.0,2,143.5,501.8380026681914,1
7305.0,1,107.0,546.5417776462464,1
17833.5,0,0.0,418.7665937047199,1
12799.0,1,153.5,534.7139144814553,1
14936.0,1,69.5,500.1375308512315,1
8738.0,0,0.0,454.45736245954686,1
12987.0,2,174.5,450.3391873278237,1
15685.5,1,140.0,470.52384974259974,1
13953.5,2,75.5,429.9808030715086,1
13468.0,1,84.0,405.26046772875816,1
11700.0,1,209.0,422.578231292517,1
11309.0,2,130.0,503.4564960629922,1
12579.0,1,169.0,521.7905833861763,1
14215.0,2,211.0,462.25075075075074,1
10771.5,1,125.0,490.4516765285996,1
14963.5,1,157.5,403.9875055187638,1
15513.0,1,39.0,362.1463157894737,1
12407.0,2,166.0,440.4892727272727,1
13330.0,1,137.0,485.4311830655957,1
14404.5,2,133.5,518.6079802159129,1
14328.0,1,169.0,450.8576388888889,1
10771.0,1,130.0,537.0841995841996,1
16230.0,1,149.0,401.5141891891892,1
7180.5,0,0.0,571.1515903658759,1
14568.5,2,233.5,444.7571150696151,1
14017.5,1,261.0,401.71689189189203,1
8221.0,1,160.0,589.5127228292122,1
10388.5,2,105.5,451.30595162091225,1
11551.5,1,153.5,347.86986817325794,1
13493.5,1,84.5,432.11947110860154,1
10408.0,2,129.0,472.39145979492724,1
11314.0,1,148.0,457.7190937350549,1
14161.5,2,165.0,496.5721032907233,1
11987.0,1,194.5,502.07234432234435,1
12088.0,1,99.0,383.46933333333334,1
18796.0,4,385.5,382.59851417399807,1
15948.0,1,150.5,416.802405002405,1
9637.0,1,63.0,508.0386318521911,1
10023.5,1,171.0,438.5459022701039,1
18553.5,1,183.0,440.1070890435532,1
16457.0,1,174.0,508.23953054147773,1
10377.0,3,250.0,526.9028054779949,1
14637.5,1,139.5,481.4462886799843,1
15281.5,2,180.0,449.51984903550454,1
13338.0,1,128.5,476.1758435932512,1
11460.0,1,125.0,476.75173691523855,1
13068.0,3,266.0,402.95726349423717,1
16422.0,2,172.5,438.88918567221424,1
15102.5,1,102.0,458.5634371395618,1
8364.0,2,177.5,525.2685805422648,1
16368.5,2,186.0,445.83248299319735,1
8918.5,2,178.5,531.3182197285616,1
11785.0,1,83.0,522.3961707470182,1
16486.0,2,179.0,449.15071264367816,1
11300.5,1,53.0,479.7858351066732,1
11068.5,1,114.5,460.74459380479254,1
12569.0,1,132.0,463.97788916736283,1
11793.0,1,127.0,497.94167078596143,1
11438.5,2,182.5,446.1664835164835,1
11589.0,1,208.5,536.2439826302729,1
10850.0,2,150.0,415.5581317204302,1
13727.0,2,266.5,477.12783119658127,1
13125.0,1,243.0,470.2676198486123,1
8993.5,1,143.5,541.334564860427,1
15737.0,1,185.0,462.5427450980393,1
12967.5,1,170.0,423.82912513842746,1
11927.5,2,156.0,510.58682599481983,1
15934.5,1,247.0,421.90866155379354,1
7888.5,1,149.0,483.881813275769,1
13280.5,2,173.0,458.2425306577481,1
10905.5,2,106.5,449.38528789017147,1
11586.5,0,0.0,596.6202716823407,1
9508.5,1,87.5,426.5211687537269,1
9948.0,1,115.5,594.3324469996406,1
8241.5,1,86.5,384.2611764705883,1
12651.0,2,180.5,447.28555341055346,1
16783.0,1,123.0,408.1996659443842,1
9575.5,2,149.5,443.5976145637163,1
13418.5,0,0.0,386.3552903999128,1
12219.0,1,161.5,530.756722951845,1
15760.5,2,140.5,409.23405976398936,1
4885.5,1,105.0,477.0250254619526,1
9178.0,1,36.5,375.7212210572303,1
17356.0,1,241.0,359.893500522466,1
10794.0,1,52.0,456.5951933404941,1
9674.5,2,116.5,389.0319508448541,1
13286.5,1,587.0,523.6357832705842,1
11804.0,1,37.5,509.046992481203,1
15130.5,1,151.0,421.8487934362935,1
11248.0,1,171.5,580.4715156332803,1
11346.0,2,121.5,490.94042605139475,1
15139.0,2,147.5,448.55763778132194,1
14608.5,1,150.5,428.9324046920821,1
7409.5,1,148.0,412.8992424242424,1
13235.5,1,128.0,469.04641954105244,1
10715.0,1,153.0,497.6140579710145,1
15316.5,1,157.5,530.0673758865248,1
8810.0,1,75.0,458.38558333333333,1
13920.0,1,225.5,481.1787076386619,1
9302.0,1,125.5,581.7124961095548,1
11188.0,1,46.0,461.4715053763441,1
14828.5,3,241.0,401.33307368749024,1
15083.5,1,118.5,463.7466744913928,1
10128.0,2,100.0,604.1531624638282,1
12833.5,1,160.5,451.99343156399783,1
12173.0,1,118.5,390.4170786791185,1
14058.0,1,147.0,425.73333333333335,1
10228.5,1,149.0,447.3731852497097,1
10558.0,1,137.5,379.42986874236874,1
12140.0,2,227.0,478.202237619264,1
9757.5,1,178.5,455.5991382687035,1
11032.5,1,82.5,502.2590420332356,1
11959.0,2,132.5,482.9501895596384,1
15760.5,1,134.5,399.78247842761266,1
14856.0,1,36.0,381.6141482391482,1
10698.0,1,95.0,547.4144806571278,1
12460.0,1,200.0,480.9605769230769,1
11003.0,2,196.5,467.3797715053763,1
23971.5,4,384.5,318.8295733065954,1
11773.5,2,146.5,504.28797061524335,1
14226.0,1,139.5,414.4604823183706,1
13835.5,3,150.0,496.6646776825785,1
12137.5,4,185.0,528.3659759153982,1
14198.0,1,260.5,431.4587263522516,1
20013.5,1,322.0,405.65914004323804,1
17075.0,2,223.0,392.89633214467653,1
12791.0,1,143.5,455.31861568815657,1
10241.0,1,101.5,521.9534782608696,1
12048.5,1,177.5,435.5430107526882,1
27211.0,2,322.5,392.9701286367953,1
12767.0,1,146.5,486.5352053840798,1
16021.5,1,146.0,477.4772594095109,1
12241.5,1,152.0,470.78156976044306,1
9816.5,1,106.0,443.55350497455765,1
10991.0,1,120.0,564.7193673632521,1
10668.0,1,101.5,438.16639107069034,1
10368.5,2,158.5,562.0986068288227,1
11731.0,1,266.5,512.1146905578853,1
8372.5,1,81.0,447.78291847041845,1
15103.0,1,49.5,501.807554692292,1
11661.0,1,167.0,514.0871302957634,1
16587.5,3,277.0,423.8577924944812,1
12484.5,1,145.5,442.6654554263566,1
12379.0,1,102.0,492.81055456171737,1
10912.0,1,82.0,439.01561679790024,1
14620.0,2,135.0,413.23581560283685,1
10674.0,1,118.5,496.9934811827958,1
13373.0,1,162.5,435.175737670733,1
15041.0,2,120.5,474.0565120317541,1
6027.5,1,72.5,746.0834465579712,1
10981.0,2,91.0,440.82759287925694,1
8754.5,1,96.5,487.1136989732031,1
16901.0,1,289.5,473.2472072072072,1
8714.5,3,110.5,696.7233402729586,1
13799.0,1,177.5,403.12531599855544,1
11605.0,0,0.0,408.7550396305311,1
6981.0,1,74.5,517.9201621073961,1
6728.0,1,136.0,542.8142239946826,1
13023.0,2,190.5,456.539791595099,1
14694.0,1,177.5,405.6566074346406,1
11421.5,2,151.5,462.7450787401575,1
8968.5,1,195.5,654.9143446852426,1
11920.0,2,168.5,607.2084045584045,1
3932.0,0,0.0,615.5413947097218,1
15234.0,1,173.5,394.7917147251057,1
13493.0,1,140.0,479.1559152872444,1
25034.0,2,153.0,324.6155327161018,1
14237.5,1,103.0,527.049572206378,1
15797.5,2,217.5,403.25318736766224,1
10009.5,0,0.0,653.3693710932517,1
16006.0,1,153.5,510.29379594764214,1
13070.0,1,74.5,452.0053375196232,1
16022.5,1,206.5,461.20614979134643,1
5583.5,1,75.5,721.7716756513928,1
13597.0,1,127.0,511.54968979779414,1
15753.0,2,347.5,425.96813462227,1
5307.0,0,0.0,518.5746062154108,1
8197.0,1,105.0,692.2971533516989,1
12216.5,1,161.0,426.94026733500414,1
17348.5,2,180.5,457.6675347222222,1
13013.0,1,83.5,462.8362251375371,1
14699.0,1,147.5,379.7430200341006,1
13879.0,1,94.5,480.9700840703134,1
19103.0,1,160.0,407.8140674874601,1
10415.5,1,125.0,411.99174843889386,1
9650.0,2,270.5,558.2097840755737,1
14788.5,2,215.5,468.3799916588469,1
11526.0,1,56.0,502.07540322580655,1
11403.0,1,89.5,462.3777559055118,1
8711.5,0,0.0,523.3767414203194,1
12795.5,1,185.5,403.52843304843304,1
11217.5,1,166.0,436.8333333333333,1
10362.0,1,198.5,480.95558035714294,1
15871.5,1,131.0,423.0427584221134,1
13641.5,1,160.5,452.2774365274365,1
10830.0,1,107.0,483.2452903225807,1
10009.5,0,0.0,349.4490584258813,1
13454.0,3,191.5,407.3757824726135,1
16747.5,1,237.0,420.865190397351,1
9450.5,1,121.0,388.164188034188,1
12965.0,1,170.0,371.3343366778149,1
12017.0,1,142.0,467.1484642663943,1
11488.5,1,117.0,294.74699207000276,1
16023.5,2,199.0,444.16463989441934,1
5558.0,0,0.0,474.06779438762135,1
16218.0,1,279.0,463.8770720720721,1
11245.5,2,115.0,504.95818327330926,1
11800.5,2,100.5,500.65419947506564,1
9733.0,1,125.0,400.1842938995618,1
12207.5,1,140.0,482.2169056152927,1
10878.5,1,123.5,488.76787634408606,1
14342.0,1,189.5,412.48664997914057,1
11752.0,1,162.5,510.9076923076923,1
6191.0,1,154.0,608.6730434782609,1
14854.0,2,91.5,477.9096078431372,1
11225.0,1,63.5,352.03012387387395,1
10601.5,1,33.0,443.4228110599079,1
12066.0,1,151.0,483.82382119514466,1
15343.0,1,129.0,354.1245460590251,1
10920.0,1,146.5,396.6837797619048,1
14011.0,1,147.5,513.171525937145,1
9945.0,1,188.5,524.7054766734279,1
27324.0,3,218.0,430.89604068447716,1
10709.0,1,182.5,465.9781084656084,1
14306.0,2,227.0,395.6195786228161,1
8102.5,1,148.5,496.2995283018868,1
10718.0,1,105.5,395.7669410150892,1
10188.0,0,0.0,498.8930555555556,1
8817.0,1,105.0,482.3358175914994,1
12654.0,1,135.5,387.6393171177343,1
10369.0,1,44.5,598.7736876640421,1
11775.0,1,156.0,457.297112366604,1
7277.0,1,121.0,520.2375719518575,1
13201.0,1,91.5,462.748149874716,1
14420.0,1,105.5,606.5292187500002,1
7317.5,1,48.5,433.8893203883495,1
9607.0,2,154.0,477.0704595791805,1
13086.0,1,126.5,481.2752920317064,1
10862.5,1,128.0,427.6181157572667,1
11996.5,2,186.5,455.90476963889347,1
9693.0,0,0.0,347.3505323505324,1
10414.0,1,187.5,477.64736842105265,1
17084.0,2,185.0,387.41041831097084,1
11354.5,2,262.0,413.2973254376261,1
13373.0,1,370.0,425.10637032230153,1
15439.5,2,216.5,397.9826827401455,1
14535.0,1,127.5,415.9610663598005,1
5534.0,0,0.0,335.1059907834102,1
9339.0,1,120.0,466.53601398601404,1
10571.0,1,102.5,333.23460992907803,1
11971.0,2,157.5,528.6895893580104,1
11098.0,1,155.0,506.7799331103679,1
8758.0,1,179.0,564.3406532861079,1
8776.0,1,153.0,437.30825673278514,1
14089.5,0,0.0,526.6230415197806,1
17795.5,0,0.0,445.2886685897697,1
6467.5,0,0.0,580.2759698473984,1
10234.0,2,145.0,478.43991446899497,1
10846.0,1,226.0,490.08859649122803,1
15662.0,1,98.0,428.7976330203443,1
13500.5,1,146.5,415.7800542174956,1
17439.5,2,251.0,437.53767605633806,1
9360.5,1,103.0,382.22508507535247,1
15764.5,1,114.0,428.44367816091955,1
13424.0,1,118.5,517.5838147759105,1
8722.0,1,34.0,646.3130341880342,1
10765.5,1,99.0,430.2138043555367,1
16494.5,1,150.5,453.0773498964803,1
13560.5,5,285.5,477.9173798927308,1
16011.0,1,177.5,424.3112122546861,1
8388.5,1,97.0,628.7068542568543,1
8848.5,1,179.0,489.98934959349594,1
7960.0,1,98.5,515.3580413297395,1
10926.0,1,135.5,412.120641025641,1
11892.5,1,215.0,453.92836743020337,1
17184.5,1,161.5,409.6719149859033,1
14533.5,1,78.5,486.0183583237216,1
11972.0,1,153.5,563.3126114081996,1
12900.0,1,127.0,443.750597423792,1
15132.5,2,139.5,499.15761008214713,1
12808.5,2,153.5,508.83669871794876,1
9632.5,1,102.0,583.6609060522012,1
12798.5,1,125.0,516.1648168039146,1
9371.0,2,179.0,515.6665923282782,1
14612.0,2,203.5,381.1038131154411,1
11452.0,0,0.0,463.31007835140065,1
15245.0,1,216.5,436.04376956181534,1
12149.5,1,136.0,533.0343882963222,1
8908.0,1,130.5,444.8263946026,1
10267.5,1,153.0,513.5171397772189,1
15669.0,2,240.0,386.3788892267153,1
12940.5,1,165.5,418.9014835164835,1
10520.0,1,144.5,423.5961835651415,1
10445.0,1,93.5,554.3483302752294,1
12298.0,1,183.0,493.7766022504892,1
10415.5,1,156.5,502.3587483773997,1
15780.5,2,255.0,444.0077771493213,1
7213.0,1,80.0,591.0803316180675,1
12392.0,0,0.0,355.0222117757669,1
9155.0,1,114.5,536.2139192320424,1
15664.5,1,49.0,458.5290927021697,1
11012.5,1,48.5,468.7065861170339,1
13304.5,1,86.5,407.3156064751482,1
7437.0,2,110.5,532.3453117329407,1
13595.0,1,57.0,505.0613113666519,1
15767.0,1,123.0,415.4385419482743,1
12948.5,1,78.0,443.4339641839641,1
8742.0,2,110.5,480.69563370710165,1
10640.5,1,219.5,479.51471287801564,1
17845.5,1,127.0,396.37174079754607,1
15179.5,2,219.5,529.9566738177409,1
17156.5,1,152.0,445.08359872611464,1
11823.5,1,108.5,529.9945580907423,1
10423.0,0,0.0,470.78894571203773,1
12724.5,1,143.0,497.82521911224194,1
12961.5,0,0.0,383.2246876561719,1
11417.5,1,138.0,593.7189870593485,1
8960.0,1,120.5,572.4196069145158,1
12454.5,1,36.0,516.9464665415885,1
6954.0,1,97.0,601.885334178017,1
13730.0,1,200.0,472.95692560269595,1
13347.0,2,207.5,301.66708422810785,1
11312.5,1,121.5,397.6999878463783,1
10322.5,2,120.5,480.9410256410257,1
13942.5,1,182.5,447.50917813934086,1
11476.0,1,92.0,427.614743506913,1
16010.5,0,0.0,472.64869745638975,1
10548.5,1,69.0,456.4792843691148,1
13333.5,1,145.5,393.5594615216917,1
16304.0,2,244.0,492.43118439428764,1
8622.5,0,0.0,505.84186795491144,1
12098.0,1,39.0,427.3914985658532,1
12303.0,1,35.5,413.89156178312356,1
10666.0,1,124.5,414.98206214689276,1
13237.5,1,166.0,397.88075410594496,1
9416.5,1,37.5,500.082076176251,1
8111.5,1,58.5,572.5087865334813,1
9670.0,3,110.5,364.84594751341166,1
12024.0,1,118.0,416.62535868005733,1
9343.0,1,158.5,447.74959415584414,1
10502.0,1,135.0,495.8941460055097,1
6771.0,0,0.0,392.9841221682848,1
8753.5,1,97.5,519.4669646485169,1
11029.0,1,165.0,610.6488759669799,1
11295.0,1,178.0,474.7548172332117,1
8131.5,1,96.5,604.3289115646257,1
16195.5,1,143.0,407.1690233785822,1
14538.5,2,186.5,485.55822088955523,1
10107.5,1,171.5,428.8368862428782,1
16609.5,2,145.5,483.77315315315315,1
12616.5,1,75.5,300.80785296574777,1
11106.5,1,136.0,452.7353015873016,1
10041.0,1,39.0,472.20221469882915,1
9364.5,3,192.0,478.2219494047619,1
12336.0,1,182.0,501.3466470235172,1
11961.0,1,62.5,485.01069295101547,1
11048.5,1,110.0,362.7193078324226,1
13472.0,1,126.5,481.9798351158646,1
15790.5,1,37.5,410.9509016457989,1
5942.0,2,150.5,524.943239720346,1
10357.5,2,203.0,462.9220473500136,1
16421.0,2,221.5,395.9356915981378,1
11819.0,1,113.5,452.05636482939644,1
10575.5,1,102.5,493.75969970348876,1
12926.0,2,231.0,424.23447507658034,1
17168.0,2,191.0,425.52133974608955,1
10047.5,1,170.0,418.09977678571425,1
9231.0,2,104.5,404.3465068842428,1
18510.0,2,312.5,403.88499167783056,1
16037.0,1,143.0,446.1109850096941,1
9223.0,0,0.0,487.6092881477497,1
14813.0,1,161.0,443.26916516154927,1
19119.5,1,237.0,389.09204149628965,1
11978.0,2,118.5,360.6342391304348,1
11966.0,1,125.0,528.4083158669915,1
13013.5,1,127.0,481.9688607837501,1
13309.5,1,219.0,384.27541700847695,1
10101.0,0,0.0,480.15235690235687,1
11583.0,1,156.0,430.2556974705736,1
11893.5,2,152.0,471.92566643882435,1
11034.5,2,168.5,527.4636363636364,1
8498.0,1,123.0,520.1429437229438,1
14920.0,1,169.0,407.9441212492345,1
14726.5,1,36.5,449.1642186251,1
15850.5,0,0.0,355.5003833620855,1
11483.5,1,126.0,478.46365914786963,1
14058.0,1,137.0,475.64706845725516,1
10464.0,2,138.5,465.9086932750136,1
8334.0,0,0.0,473.03350596359064,1
18995.0,1,174.5,492.7964832749502,1
10000.0,1,269.0,491.69646222995505,1
15047.0,1,156.0,468.6733859187848,1
12637.5,2,163.0,471.2399888765295,1
11985.5,1,214.5,510.4748825001527,1
14210.0,1,36.5,381.59845771144285,1
14325.0,1,90.0,466.84737210231816,1
12786.5,1,91.5,448.1088363954507,1
6193.5,1,46.5,490.73132372214945,1
12034.5,1,31.5,466.06309830159546,1
29151.0,2,303.5,395.37877219685436,1
9965.0,1,111.5,478.57187183383996,1
12575.5,1,168.5,459.97333333333336,1
18380.5,1,174.5,358.84459185054834,1
11576.0,2,134.0,561.9842643587726,1
9546.5,1,126.0,522.4561202686202,1
11841.0,1,127.5,536.8104750713446,1
7042.5,2,183.5,647.5294117647059,1
16319.5,1,96.0,393.3647135416668,1
10336.0,1,140.5,473.0124860646599,1
10971.5,1,79.5,556.8230133502859,1
11855.0,2,192.0,516.6084112720825,1
